"School Year","Division Number","Division Name","School Number","School Name","English Learners include Former ELs","Grade PK","Grade KG","Grade 1","Grade 2","Grade 3","Grade 4","Grade 5","Grade 6","Grade 7","Grade 8","Grade 9","Grade 10","Grade 11","Grade 12","Full Time Count (All Grades)","Part Time Count (All Grades)","Total Count"
"2010-2011","80","Roanoke County","490","Glenvar Elementary","N","11","64","59","60","64","65","49"," "," "," "," "," "," "," ","372"," ","372"
"2010-2011","80","Roanoke County","490","Glenvar Elementary","Y"," ","<","<","<"," "," "," "," "," "," "," "," "," "," ","<"," ","<"
"2010-2011","80","Roanoke County","610","Glenvar High","N"," "," "," "," "," "," "," "," "," "," ","138","169","155","159","621"," ","621"
"2010-2011","80","Roanoke County","610","Glenvar High","Y"," "," "," "," "," "," "," "," "," "," ","<"," "," "," ","<"," ","<"
"2010-2011","80","Roanoke County","751","Glenvar Middle","N"," "," "," "," "," "," "," ","138","140","148"," "," "," "," ","426"," ","426"
"2010-2011","80","Roanoke County","751","Glenvar Middle","Y"," "," "," "," "," "," "," ","<"," "," "," "," "," "," ","<"," ","<"
"2010-2011","80","Roanoke County","600","Green Valley Elementary","N","<","52","54","58","64","42","55"," "," "," "," "," "," "," ","332"," ","332"
"2010-2011","80","Roanoke County","600","Green Valley Elementary","Y"," ","<","<","<","<","<","<"," "," "," "," "," "," "," ","14"," ","14"
"2010-2011","80","Roanoke County","540","Herman L. Horn Elementary","N","23","67","66","68","62","69","75"," "," "," "," "," "," "," ","430"," ","430"
"2010-2011","80","Roanoke County","540","Herman L. Horn Elementary","Y"," ","<"," ","<","<","<","<"," "," "," "," "," "," "," ","10"," ","10"
"2010-2011","80","Roanoke County","754","Hidden Valley High","N"," "," "," "," "," "," "," "," "," "," ","254","262","271","291","1,078"," ","1,078"
"2010-2011","80","Roanoke County","754","Hidden Valley High","Y"," "," "," "," "," "," "," "," "," "," ","16","<","11","<","38"," ","38"
"2010-2011","80","Roanoke County","10","Hidden Valley Middle","N"," "," "," "," "," "," "," ","248","236","240"," "," "," "," ","724"," ","724"
"2010-2011","80","Roanoke County","10","Hidden Valley Middle","Y"," "," "," "," "," "," "," ","11","10","16"," "," "," "," ","37"," ","37"
"2010-2011","80","Roanoke County","530","Mason's Cove Elementary","N","14","36","35","34","31","26","36"," "," "," "," "," "," "," ","212"," ","212"
"2010-2011","80","Roanoke County","290","Mount Pleasant Elementary","N","15","50","58","54","51","56","44"," "," "," "," "," "," "," ","328"," ","328"
"2010-2011","80","Roanoke County","500","Mountain View Elementary","N","12","83","68","65","80","76","80"," "," "," "," "," "," "," ","464"," ","464"
"2010-2011","80","Roanoke County","500","Mountain View Elementary","Y"," "," "," ","<","<","<","<"," "," "," "," "," "," "," ","15"," ","15"
"2010-2011","80","Roanoke County","520","Northside High","N"," "," "," "," "," "," "," "," "," "," ","252","284","217","230","983"," ","983"
"2010-2011","80","Roanoke County","520","Northside High","Y"," "," "," "," "," "," "," "," "," "," ","<","<","<","<","26"," ","26"
"2010-2011","80","Roanoke County","640","Northside Middle","N"," "," "," "," "," "," "," ","227","220","207"," "," "," "," ","654"," ","654"
"2010-2011","80","Roanoke County","640","Northside Middle","Y"," "," "," "," "," "," "," ","<","11","15"," "," "," "," ","34"," ","34"
"2010-2011","80","Roanoke County","480","Oak Grove Elementary","N","30","83","70","88","94","75","98"," "," "," "," "," "," "," ","538"," ","538"
"2010-2011","80","Roanoke County","480","Oak Grove Elementary","Y"," ","<","<","<","<","<","<"," "," "," "," "," "," "," ","36"," ","36"
"2010-2011","80","Roanoke County","50","Penn Forest Elementary","N","17","97","81","86","98","87","109"," "," "," "," "," "," "," ","575"," ","575"
"2010-2011","80","Roanoke County","50","Penn Forest Elementary","Y"," "," ","<"," ","<","<"," "," "," "," "," "," "," "," ","<"," ","<"
"2010-2011","80","Roanoke County","60","W.E. Cundiff Elementary","N","29","92","74","62","70","76","94"," "," "," "," "," "," "," ","497"," ","497"
"2010-2011","80","Roanoke County","60","W.E. Cundiff Elementary","Y"," ","<","<","<","<","<","<"," "," "," "," "," "," "," ","14"," ","14"
"2010-2011","80","Roanoke County","630","William Byrd High","N"," "," "," "," "," "," "," "," "," "," ","322","290","268","284","1,164"," ","1,164"
"2010-2011","80","Roanoke County","630","William Byrd High","Y"," "," "," "," "," "," "," "," "," "," ","<","<"," ","<","12"," ","12"
"2010-2011","80","Roanoke County","232","William Byrd Middle","N"," "," "," "," "," "," "," ","286","319","268"," "," "," "," ","873"," ","873"
"2010-2011","80","Roanoke County","232","William Byrd Middle","Y"," "," "," "," "," "," "," ","<","<","<"," "," "," "," ","15"," ","15"
"2010-2011","81","Rockbridge County","650","Central Elementary","N","21","67","74","72","71","60","72"," "," "," "," "," "," "," ","437"," ","437"
"2010-2011","81","Rockbridge County","650","Central Elementary","Y"," "," ","<","<","<","<"," "," "," "," "," "," "," "," ","<"," ","<"
"2010-2011","81","Rockbridge County","150","Fairfield Elementary","N","57","60","55","56","57","51","53"," "," "," "," "," "," "," ","389"," ","389"
"2010-2011","81","Rockbridge County","150","Fairfield Elementary","Y"," "," ","<"," ","<","<"," "," "," "," "," "," "," "," ","<"," ","<"
"2010-2011","81","Rockbridge County","678","Maury River Middle","N"," "," "," "," "," "," "," ","121","109","117"," "," "," "," ","347"," ","347"
"2010-2011","81","Rockbridge County","678","Maury River Middle","Y"," "," "," "," "," "," "," ","<","<","<"," "," "," "," ","<"," ","<"
"2010-2011","81","Rockbridge County","340","Mountain View Elementary","N"," ","22","29","18","18","21","21"," "," "," "," "," "," "," ","129"," ","129"
"2010-2011","81","Rockbridge County","641","Natural Bridge Elementary","N","18","47","42","51","31","37","43"," "," "," "," "," "," "," ","269"," ","269"
"2010-2011","81","Rockbridge County","641","Natural Bridge Elementary","Y"," "," "," ","<","<"," ","<"," "," "," "," "," "," "," ","<"," ","<"
"2010-2011","81","Rockbridge County","22","Rockbridge County High","N"," "," "," "," "," "," "," "," "," "," ","256","274","225","243","998"," ","998"
"2010-2011","81","Rockbridge County","22","Rockbridge County High","Y"," "," "," "," "," "," "," "," "," "," "," ","<","<"," ","<"," ","<"
"2010-2011","81","Rockbridge County","680","Rockbridge Middle","N"," "," "," "," "," "," "," ","67","68","69"," "," "," "," ","204"," ","204"
"2010-2011","81","Rockbridge County","680","Rockbridge Middle","Y"," "," "," "," "," "," "," "," ","<"," "," "," "," "," ","<"," ","<"
"2010-2011","82","Rockingham County","870","Broadway High","N"," "," "," "," "," "," "," "," "," "," ","252","249","261","224","986","<","993"
"2010-2011","82","Rockingham County","870","Broadway High","Y"," "," "," "," "," "," "," "," "," "," ","15","14","<","13","50","<","52"
"2010-2011","82","Rockingham County","861","Cub Run Elementary","N","45","68","62","65","71","69","75"," "," "," "," "," "," "," ","455"," ","455"
"2010-2011","82","Rockingham County","861","Cub Run Elementary","Y"," ","24","24","25","25","20","13"," "," "," "," "," "," "," ","131"," ","131"
"2010-2011","82","Rockingham County","391","East Rockingham High","N"," "," "," "," "," "," "," "," "," "," ","180","175","149","105","609","<","615"
"2010-2011","82","Rockingham County","391","East Rockingham High","Y"," "," "," "," "," "," "," "," "," "," ","<","<","<","<","<"," ","<"
"2010-2011","82","Rockingham County","400","Elkton Elementary","N","39","60","48","44","60","57","56"," "," "," "," "," "," "," ","364"," ","364"
"2010-2011","82","Rockingham County","400","Elkton Elementary","Y"," "," "," "," "," ","<"," "," "," "," "," "," "," "," ","<"," ","<"
"2010-2011","82","Rockingham County","900","Elkton Middle","N"," "," "," "," "," "," "," ","157","154","162"," "," "," "," ","473"," ","473"
"2010-2011","82","Rockingham County","900","Elkton Middle","Y"," "," "," "," "," "," "," ","<","<","<"," "," "," "," ","13"," ","13"
"2010-2011","82","Rockingham County","940","Fulks Run Elementary","N","18","32","43","30","39","26","31"," "," "," "," "," "," "," ","219"," ","219"
"2010-2011","82","Rockingham County","940","Fulks Run Elementary","Y"," "," "," ","<","<"," "," "," "," "," "," "," "," "," ","<"," ","<"
"2010-2011","82","Rockingham County","960","J. Frank Hillyard Middle","N"," "," "," "," "," "," "," ","261","219","243"," "," "," "," ","723"," ","723"
"2010-2011","82","Rockingham County","960","J. Frank Hillyard Middle","Y"," "," "," "," "," "," "," ","16","12","<"," "," "," "," ","37"," ","37"
"2010-2011","82","Rockingham County","1071","John C. Myers Elementary","N","41","58","63","74","65","73","56"," "," "," "," "," "," "," ","430"," ","430"
"2010-2011","82","Rockingham County","1071","John C. Myers Elementary","Y"," ","<","<","<","<","<","<"," "," "," "," "," "," "," ","30"," ","30"
"2010-2011","82","Rockingham County","970","John W. Wayland Elementary","N","44","71","88","71","74","74","86"," "," "," "," "," "," "," ","508"," ","508"
"2010-2011","82","Rockingham County","970","John W. Wayland Elementary","Y"," ","12","<","<","12","16","<"," "," "," "," "," "," "," ","60"," ","60"
"2010-2011","82","Rockingham County","500","Lacey Spring Elementary","N","27","46","28","36","41","49","46"," "," "," "," "," "," "," ","273"," ","273"
"2010-2011","82","Rockingham County","500","Lacey Spring Elementary","Y"," "," ","<","<","<","<","<"," "," "," "," "," "," "," ","14"," ","14"
"2010-2011","82","Rockingham County","360","Linville-Edom Elementary","N","17","41","23","32","33","26","26"," "," "," "," "," "," "," ","198"," ","198"
"2010-2011","82","Rockingham County","360","Linville-Edom Elementary","Y"," "," ","<","<","<","<","<"," "," "," "," "," "," "," ","<"," ","<"
"2010-2011","82","Rockingham County","600","McGaheysville Elementary","N","20","34","42","38","50","53","61"," "," "," "," "," "," "," ","298"," ","298"
"2010-2011","82","Rockingham County","600","McGaheysville Elementary","Y"," ","<","<","<","<","<"," "," "," "," "," "," "," "," ","18"," ","18"
"2010-2011","82","Rockingham County","860","Montevideo Middle","N"," "," "," "," "," "," "," ","208","167","180"," "," "," "," ","555"," ","555"
"2010-2011","82","Rockingham County","860","Montevideo Middle","Y"," "," "," "," "," "," "," ","27","36","25"," "," "," "," ","88"," ","88"
"2010-2011","82","Rockingham County","520","Mountain View Elementary","N","36","57","65","60","62","79","72"," "," "," "," "," "," "," ","431"," ","431"
"2010-2011","82","Rockingham County","520","Mountain View Elementary","Y"," ","15","19","14","15","19","16"," "," "," "," "," "," "," ","98"," ","98"
"2010-2011","82","Rockingham County","920","Ottobine Elementary","N","20","34","38","33","31","31","42"," "," "," "," "," "," "," ","229"," ","229"
"2010-2011","82","Rockingham County","920","Ottobine Elementary","Y"," ","<","<","<","<"," ","<"," "," "," "," "," "," "," ","11"," ","11"
"2010-2011","82","Rockingham County","1073","Peak View Elementary","N","22","62","53","45","51","51","40"," "," "," "," "," "," "," ","324"," ","324"
"2010-2011","82","Rockingham County","1073","Peak View Elementary","Y"," ","14","11","24","10","17","18"," "," "," "," "," "," "," ","94"," ","94"
"2010-2011","82","Rockingham County","10","Plains Elementary","N","39","65","79","54","71","73","73"," "," "," "," "," "," "," ","454"," ","454"
"2010-2011","82","Rockingham County","10","Plains Elementary","Y"," ","<","<","<","<","<","<"," "," "," "," "," "," "," ","27"," ","27"
"2010-2011","82","Rockingham County","950","Pleasant Valley Elementary","N","19","52","32","37","28","32","19"," "," "," "," "," "," "," ","219"," ","219"
"2010-2011","82","Rockingham County","950","Pleasant Valley Elementary","Y"," ","<","<","11","<","11","16"," "," "," "," "," "," "," ","59"," ","59"
"2010-2011","82","Rockingham County","390","River Bend Elementary","N","25","61","54","60","67","60","57"," "," "," "," "," "," "," ","384"," ","384"
"2010-2011","82","Rockingham County","390","River Bend Elementary","Y"," "," "," "," "," ","<","<"," "," "," "," "," "," "," ","<"," ","<"
"2010-2011","82","Rockingham County","830","South River Elementary","N","26","60","66","64","62","49","57"," "," "," "," "," "," "," ","384"," ","384"
"2010-2011","82","Rockingham County","830","South River Elementary","Y"," ","<","<","<","<","<","<"," "," "," "," "," "," "," ","33"," ","33"
"2010-2011","82","Rockingham County","20","Spotswood High","N"," "," "," "," "," "," "," "," "," "," ","219","193","159","183","754","<","757"
"2010-2011","82","Rockingham County","20","Spotswood High","Y"," "," "," "," "," "," "," "," "," "," ","30","15","14","17","76"," ","76"
"2010-2011","82","Rockingham County","850","Turner Ashby High","N"," "," "," "," "," "," "," "," "," "," ","246","246","222","263","977","<","981"
"2010-2011","82","Rockingham County","850","Turner Ashby High","Y"," "," "," "," "," "," "," "," "," "," ","35","26","25","25","111","<","112"
"2010-2011","82","Rockingham County","890","Wilbur S. Pence Middle","N"," "," "," "," "," "," "," ","198","194","175"," "," "," "," ","567"," ","567"
"2010-2011","82","Rockingham County","890","Wilbur S. Pence Middle","Y"," "," "," "," "," "," "," ","51","43","41"," "," "," "," ","135"," ","135"
"2010-2011","83","Russell County","580","Belfast Elk Garden Elementary","N","18","31","20","32","28","19","21","25"," "," "," "," "," "," ","194"," ","194"
"2010-2011","83","Russell County","792","Castlewood Elementary","N"," "," ","62","63","65","56","64","70","82"," "," "," "," "," ","462"," ","462"
"2010-2011","83","Russell County","792","Castlewood Elementary","Y"," "," ","<","<","<","<","<"," ","<"," "," "," "," "," ","10"," ","10"
"2010-2011","83","Russell County","791","Castlewood High","N"," "," "," "," "," "," "," "," "," ","58","64","74","53","69","318"," ","318"
"2010-2011","83","Russell County","791","Castlewood High","Y"," "," "," "," "," "," "," "," "," ","<","<","<"," "," ","<"," ","<"
"2010-2011","83","Russell County","880","Cleveland Elementary","N","16","19","14","13","15","10","21","13","15"," "," "," "," "," ","136"," ","136"
"2010-2011","83","Russell County","820","Copper Creek Elementary","N","48","75"," "," "," "," "," "," "," "," "," "," "," "," ","123"," ","123"
"2010-2011","83","Russell County","820","Copper Creek Elementary","Y","<","<"," "," "," "," "," "," "," "," "," "," "," "," ","<"," ","<"
"2010-2011","83","Russell County","800","Givens Elementary","N","14","22","23","26"," "," "," "," "," "," "," "," "," "," ","85"," ","85"
"2010-2011","83","Russell County","890","Honaker Elementary","N","68","71","81","79","65","70","69","93","69"," "," "," "," "," ","665"," ","665"
"2010-2011","83","Russell County","540","Honaker High","N"," "," "," "," "," "," "," "," "," ","112","116","109","72","100","509"," ","509"
"2010-2011","83","Russell County","410","Lebanon Elementary","N"," "," "," ","108","128","96"," "," "," "," "," "," "," "," ","332"," ","332"
"2010-2011","83","Russell County","410","Lebanon Elementary","Y"," "," "," ","<"," ","<"," "," "," "," "," "," "," "," ","<"," ","<"
"2010-2011","83","Russell County","140","Lebanon High","N"," "," "," "," "," "," "," "," "," ","144","142","142","146","129","703"," ","703"
"2010-2011","83","Russell County","140","Lebanon High","Y"," "," "," "," "," "," "," "," "," "," "," "," ","<"," ","<"," ","<"
"2010-2011","83","Russell County","902","Lebanon Middle","N"," "," "," "," "," "," ","97","108","116"," "," "," "," "," ","321"," ","321"
"2010-2011","83","Russell County","902","Lebanon Middle","Y"," "," "," "," "," "," ","<"," "," "," "," "," "," "," ","<"," ","<"
"2010-2011","83","Russell County","390","Lebanon Primary","N","98","120","117"," "," "," "," "," "," "," "," "," "," "," ","335"," ","335"
"2010-2011","83","Russell County","390","Lebanon Primary","Y","<","<","<"," "," "," "," "," "," "," "," "," "," "," ","12"," ","12"
