"School Year","Division Number","Division Name","School Number","School Name","Full Time Count (All Grades)","Part Time Count (All Grades)","Total Count"
"2010-2011","24","Culpeper County","450","Emerald Hill Elementary","833"," ","833"
"2010-2011","24","Culpeper County","470","Farmington Elementary","533"," ","533"
"2010-2011","24","Culpeper County","581","Floyd T. Binns Middle","719","3","722"
"2010-2011","24","Culpeper County","582","Galbreath-Marshall Building","42"," ","42"
"2010-2011","24","Culpeper County","10","Pearl Sample Elementary","582"," ","582"
"2010-2011","24","Culpeper County","460","Sycamore Park Elementary","554"," ","554"
"2010-2011","24","Culpeper County","40","Yowell Elementary","597"," ","597"
"2010-2011","25","Cumberland County","140","Cumberland Elementary","723"," ","723"
"2010-2011","25","Cumberland County","151","Cumberland High","474"," ","474"
"2010-2011","25","Cumberland County","152","Cumberland Middle","306"," ","306"
"2010-2011","108","Danville City","50","Edwin A. Gibson Middle","395"," ","395"
"2010-2011","108","Danville City","20","Forest Hills Elementary","239"," ","239"
"2010-2011","108","Danville City","190","G.L.H. Johnson Elementary","488"," ","488"
"2010-2011","108","Danville City","1374","Galileo Magnet High","254"," ","254"
"2010-2011","108","Danville City","210","George Washington High","1,474"," ","1,474"
"2010-2011","108","Danville City","1270","Glenwood Elementary","230"," ","230"
"2010-2011","108","Danville City","200","Grove Park Preschool","247"," ","247"
"2010-2011","108","Danville City","180","Irvin W. Taylor Elementary","312"," ","312"
"2010-2011","108","Danville City","139","Langston Focus","137"," ","137"
"2010-2011","108","Danville City","260","O. Trent Bonner Middle","553"," ","553"
"2010-2011","108","Danville City","250","Park Avenue Elementary","449"," ","449"
"2010-2011","108","Danville City","40","Schoolfield Elementary","416"," ","416"
"2010-2011","108","Danville City","170","W. Townes Lea Elementary","352"," ","352"
"2010-2011","108","Danville City","1372","Westwood Middle","384"," ","384"
"2010-2011","108","Danville City","220","Woodberry Hills Elementary","280"," ","280"
"2010-2011","108","Danville City","1373","Woodrow Wilson Elementary","206"," ","206"
"2010-2011","26","Dickenson County","40","Clinchco Elementary","179"," ","179"
"2010-2011","26","Dickenson County","20","Clintwood Elementary","445"," ","445"
"2010-2011","26","Dickenson County","271","Clintwood High","310"," ","310"
"2010-2011","26","Dickenson County","530","Ervinton Elementary","253"," ","253"
"2010-2011","26","Dickenson County","840","Ervinton High","184"," ","184"
"2010-2011","26","Dickenson County","120","Haysi High","291"," ","291"
"2010-2011","26","Dickenson County","850","Longs Fork Elementary","328"," ","328"
"2010-2011","26","Dickenson County","860","Sandlick Elementary","531"," ","531"
"2010-2011","27","Dinwiddie County","310","Dinwiddie Elementary","421"," ","421"
"2010-2011","27","Dinwiddie County","510","Dinwiddie Junior High","724"," ","724"
"2010-2011","27","Dinwiddie County","471","Dinwiddie Middle","685"," ","685"
"2010-2011","27","Dinwiddie County","500","Dinwiddie Senior High","1,124"," ","1,124"
"2010-2011","27","Dinwiddie County","250","Midway Elementary","374"," ","374"
"2010-2011","27","Dinwiddie County","10","Southside Elementary","417"," ","417"
"2010-2011","27","Dinwiddie County","180","Sunnyside Elementary","252"," ","252"
"2010-2011","27","Dinwiddie County","520","Sutherland Elementary","573"," ","573"
"2010-2011","28","Essex County","10","Essex High","497"," ","497"
"2010-2011","28","Essex County","150","Essex Intermediate","469"," ","469"
"2010-2011","28","Essex County","160","Tappahannock Elementary","668"," ","668"
"2010-2011","29","Fairfax County","2203","Aldrin Elementary","680"," ","680"
"2010-2011","29","Fairfax County","660","Annandale High","2,662"," ","2,662"
"2010-2011","29","Fairfax County","1360","Annandale Terrace Elementary","860"," ","860"
"2010-2011","29","Fairfax County","110","Archer Elementary","788"," ","788"
"2010-2011","29","Fairfax County","1530","Armstrong Elementary","489"," ","489"
"2010-2011","29","Fairfax County","550","Bailey's Elementary School for the Arts and Sciences","1,143"," ","1,143"
"2010-2011","29","Fairfax County","1730","Beech Tree Elementary","477"," ","477"
"2010-2011","29","Fairfax County","560","Belle View Elementary","506"," ","506"
"2010-2011","29","Fairfax County","720","Belvedere Elementary","586"," ","586"
"2010-2011","29","Fairfax County","2000","Bonnie Brae Elementary","734"," ","734"
"2010-2011","29","Fairfax County","1090","Braddock Elementary","718"," ","718"
"2010-2011","29","Fairfax County","940","Bren Mar Park Elementary","495"," ","495"
"2010-2011","29","Fairfax County","1790","Brookfield Elementary","810"," ","810"
"2010-2011","29","Fairfax County","2201","Bryant Alternative High","294"," ","294"
"2010-2011","29","Fairfax County","700","Bucknell Elementary","286"," ","286"
"2010-2011","29","Fairfax County","2225","Bull Run Elementary","916"," ","916"
"2010-2011","29","Fairfax County","680","Bush Hill Elementary","452"," ","452"
"2010-2011","29","Fairfax County","1940","Camelot Elementary","508"," ","508"
"2010-2011","29","Fairfax County","620","Cameron Elementary","529"," ","529"
"2010-2011","29","Fairfax County","1590","Canterbury Woods Elementary","650"," ","650"
"2010-2011","29","Fairfax County","1690","Cardinal Forest Elementary","592"," ","592"
"2010-2011","29","Fairfax County","2222","Carson Middle","1,290"," ","1,290"
"2010-2011","29","Fairfax County","2090","Centre Ridge Elementary","796"," ","796"
"2010-2011","29","Fairfax County","2205","Centreville Elementary","942"," ","942"
"2010-2011","29","Fairfax County","200","Centreville High","2,320"," ","2,320"
"2010-2011","29","Fairfax County","131","Chantilly High","2,655"," ","2,655"
"2010-2011","29","Fairfax County","480","Cherry Run Elementary","505"," ","505"
"2010-2011","29","Fairfax County","100","Chesterbrook Elementary","631"," ","631"
"2010-2011","29","Fairfax County","1050","Churchill Road Elementary","848"," ","848"
"2010-2011","29","Fairfax County","260","Clearview Elementary","601"," ","601"
"2010-2011","29","Fairfax County","1870","Clermont Elementary","470"," ","470"
"2010-2011","29","Fairfax County","270","Clifton Elementary","366"," ","366"
"2010-2011","29","Fairfax County","2347","Coates Elementary","653"," ","653"
"2010-2011","29","Fairfax County","1510","Columbia Elementary","412"," ","412"
"2010-2011","29","Fairfax County","2234","Colvin Run Elementary","881"," ","881"
"2010-2011","29","Fairfax County","1190","Cooper Middle","842"," ","842"
"2010-2011","29","Fairfax County","870","Crestwood Elementary","564"," ","564"
"2010-2011","29","Fairfax County","2020","Crossfield Elementary","753"," ","753"
"2010-2011","29","Fairfax County","1600","Cub Run Elementary","476"," ","476"
"2010-2011","29","Fairfax County","1700","Cunningham Park Elementary","467"," ","467"
"2010-2011","29","Fairfax County","2229","Daniels Run Elementary","785"," ","785"
"2010-2011","29","Fairfax County","2204","Deer Park Elementary","723"," ","723"
"2010-2011","29","Fairfax County","2238","Devonshire E.C. Resource Ctr.","257"," ","257"
"2010-2011","29","Fairfax County","220","Dogwood Elementary","692"," ","692"
"2010-2011","29","Fairfax County","2010","Dranesville Elementary","643"," ","643"
"2010-2011","29","Fairfax County","2243","Eagle View Elementary","931"," ","931"
"2010-2011","29","Fairfax County","1270","Edison High","1,701"," ","1,701"
"2010-2011","29","Fairfax County","20","Fairfax High","2,452"," ","2,452"
"2010-2011","29","Fairfax County","1480","Fairfax Villa Elementary","373"," ","373"
"2010-2011","29","Fairfax County","1630","Fairhill Elementary","609"," ","609"
"2010-2011","29","Fairfax County","290","Fairview Elementary","583"," ","583"
"2010-2011","29","Fairfax County","1100","Falls Church High","1,578"," ","1,578"
"2010-2011","29","Fairfax County","730","Flint Hill Elementary","700"," ","700"
"2010-2011","29","Fairfax County","740","Floris Elementary","719"," ","719"
"2010-2011","29","Fairfax County","70","Forest Edge Elementary","801"," ","801"
"2010-2011","29","Fairfax County","1450","Forestdale Elementary","580"," ","580"
"2010-2011","29","Fairfax County","370","Forestville Elementary","726"," ","726"
"2010-2011","29","Fairfax County","2224","Fort Belvoir Elementary","1,133"," ","1,133"
"2010-2011","29","Fairfax County","1920","Fort Hunt Elementary","560"," ","560"
"2010-2011","29","Fairfax County","390","Fox Mill Elementary","642"," ","642"
"2010-2011","29","Fairfax County","320","Franconia Elementary","534"," ","534"
"2010-2011","29","Fairfax County","440","Franklin Middle","897"," ","897"
"2010-2011","29","Fairfax County","490","Freedom Hill Elementary","653"," ","653"
"2010-2011","29","Fairfax County","1410","Frost Middle","1,045"," ","1,045"
"2010-2011","29","Fairfax County","630","Garfield Elementary","331"," ","331"
"2010-2011","29","Fairfax County","1170","Glasgow Middle","1,227"," ","1,227"
"2010-2011","29","Fairfax County","970","Glen Forest Elementary","932"," ","932"
"2010-2011","29","Fairfax County","530","Graham Road Elementary","459"," ","459"
"2010-2011","29","Fairfax County","570","Great Falls Elementary","543"," ","543"
"2010-2011","29","Fairfax County","1840","Greenbriar East Elementary","782"," ","782"
"2010-2011","29","Fairfax County","1500","Greenbriar West Elementary","946"," ","946"
"2010-2011","29","Fairfax County","330","Groveton Elementary","700"," ","700"
"2010-2011","29","Fairfax County","690","Gunston Elementary","561"," ","561"
"2010-2011","29","Fairfax County","2210","Halley Elementary","708"," ","708"
"2010-2011","29","Fairfax County","750","Haycock Elementary","774"," ","774"
"2010-2011","29","Fairfax County","1740","Hayfield Elementary","642"," ","642"
"2010-2011","29","Fairfax County","1800","Hayfield Secondary","2,995"," ","2,995"
"2010-2011","29","Fairfax County","1250","Herndon Elementary","807"," ","807"
"2010-2011","29","Fairfax County","32","Herndon High","2,298","2","2,300"
"2010-2011","29","Fairfax County","33","Herndon Middle","965"," ","965"
"2010-2011","29","Fairfax County","1330","Hollin Meadows Elementary","660"," ","660"
"2010-2011","29","Fairfax County","1521","Holmes Middle","742"," ","742"
"2010-2011","29","Fairfax County","350","Hughes Middle","914"," ","914"
"2010-2011","29","Fairfax County","1880","Hunt Valley Elementary","601"," ","601"
"2010-2011","29","Fairfax County","1950","Hunters Woods Elementary School for the Arts and Sciences","1,038"," ","1,038"
"2010-2011","29","Fairfax County","1980","Hutchison Elementary","758"," ","758"
"2010-2011","29","Fairfax County","1420","Hybla Valley Elementary","862"," ","862"
"2010-2011","29","Fairfax County","1120","Irving Middle","1,095"," ","1,095"
"2010-2011","29","Fairfax County","2235","Island Creek Elementary","812"," ","812"
"2010-2011","29","Fairfax County","673","Jackson Middle","1,152"," ","1,152"
"2010-2011","29","Fairfax County","1240","Keene Mill Elementary","580"," ","580"
"2010-2011","29","Fairfax County","980","Kent Gardens Elementary","882"," ","882"
"2010-2011","29","Fairfax County","1901","Key Center","111"," ","111"
"2010-2011","29","Fairfax County","1900","Key Middle","823"," ","823"
"2010-2011","29","Fairfax County","1761","Kilmer Center","77"," ","77"
"2010-2011","29","Fairfax County","1760","Kilmer Middle","1,040"," ","1,040"
"2010-2011","29","Fairfax County","1890","Kings Glen Elementary","467"," ","467"
"2010-2011","29","Fairfax County","1440","Kings Park Elementary","688"," ","688"
"2010-2011","29","Fairfax County","1570","Lake Anne Elementary","672"," ","672"
"2010-2011","29","Fairfax County","90","Lake Braddock Secondary","3,955","1","3,956"
"2010-2011","29","Fairfax County","2209","Lane Elementary","743"," ","743"
"2010-2011","29","Fairfax County","1460","Langley High","2,029"," ","2,029"
"2010-2011","29","Fairfax County","1110","Lanier Middle","1,250"," ","1,250"
"2010-2011","29","Fairfax County","2348","Laurel Hill Elementary","833"," ","833"
"2010-2011","29","Fairfax County","1970","Laurel Ridge Elementary","847"," ","847"
"2010-2011","29","Fairfax County","1020","Lee High","1,844"," ","1,844"
"2010-2011","29","Fairfax County","1850","Lees Corner Elementary","715"," ","715"
"2010-2011","29","Fairfax County","770","Lemon Road Elementary","269"," ","269"
"2010-2011","29","Fairfax County","2233","Liberty Middle","1,144"," ","1,144"
"2010-2011","29","Fairfax County","1400","Little Run Elementary","336"," ","336"
"2010-2011","29","Fairfax County","1830","London Towne Elementary","894"," ","894"
"2010-2011","29","Fairfax County","1150","Longfellow Middle","1,270"," ","1,270"
"2010-2011","29","Fairfax County","2236","Lorton Station Elementary","897"," ","897"
"2010-2011","29","Fairfax County","890","Lynbrook Elementary","483"," ","483"
"2010-2011","29","Fairfax County","1060","Madison High","2,000"," ","2,000"
"2010-2011","29","Fairfax County","1210","Mantua Elementary","864"," ","864"
"2010-2011","29","Fairfax County","1290","Marshall High","1,618","1","1,619"
"2010-2011","29","Fairfax County","1200","Marshall Road Elementary","606"," ","606"
"2010-2011","29","Fairfax County","790","McLean High","1,952"," ","1,952"
"2010-2011","29","Fairfax County","2231","McNair Elementary","689"," ","689"
"2010-2011","29","Fairfax County","1390","Mosby Woods Elementary","836"," ","836"
"2010-2011","29","Fairfax County","510","Mount Eagle Elementary","302"," ","302"
"2010-2011","29","Fairfax County","420","Mount Vernon High","1,779"," ","1,779"
"2010-2011","29","Fairfax County","1640","Mount Vernon Woods Elementary","553"," ","553"
"2010-2011","29","Fairfax County","2211","Mountain View Alternative High","259"," ","259"
"2010-2011","29","Fairfax County","800","Navy Elementary","813"," ","813"
"2010-2011","29","Fairfax County","470","Newington Forest Elementary","625"," ","625"
"2010-2011","29","Fairfax County","930","North Springfield Elementary","557"," ","557"
"2010-2011","29","Fairfax County","430","Oak Hill Elementary","849"," ","849"
"2010-2011","29","Fairfax County","1860","Oak View Elementary","713"," ","713"
"2010-2011","29","Fairfax County","140","Oakton Elementary","694"," ","694"
"2010-2011","29","Fairfax County","1710","Oakton High","2,275"," ","2,275"
"2010-2011","29","Fairfax County","1650","Olde Creek Elementary","412"," ","412"
"2010-2011","29","Fairfax County","150","Orange Hunt Elementary","791"," ","791"
