"School Year","Division Number","Division Name","School Number","School Name","English Learners include Former ELs","Full Time Count (All Grades)","Part Time Count (All Grades)","Total Count"
"2012-2013","53","Loudoun County","680","Loudoun Valley High","Y","20"," ","20"
"2012-2013","53","Loudoun County","780","Lovettsville Elementary","N","522"," ","522"
"2012-2013","53","Loudoun County","780","Lovettsville Elementary","Y","26"," ","26"
"2012-2013","53","Loudoun County","500","Lowes Island Elementary","N","673"," ","673"
"2012-2013","53","Loudoun County","500","Lowes Island Elementary","Y","39"," ","39"
"2012-2013","53","Loudoun County","130","Lucketts Elementary","N","209"," ","209"
"2012-2013","53","Loudoun County","130","Lucketts Elementary","Y","39"," ","39"
"2012-2013","53","Loudoun County","70","Meadowland Elementary","N","316"," ","316"
"2012-2013","53","Loudoun County","70","Meadowland Elementary","Y","130"," ","130"
"2012-2013","53","Loudoun County","320","Mercer Middle","N","827"," ","827"
"2012-2013","53","Loudoun County","320","Mercer Middle","Y","29"," ","29"
"2012-2013","53","Loudoun County","490","Middleburg Elementary","N","46"," ","46"
"2012-2013","53","Loudoun County","490","Middleburg Elementary","Y","15"," ","15"
"2012-2013","53","Loudoun County","910","Mill Run Elementary","N","957"," ","957"
"2012-2013","53","Loudoun County","910","Mill Run Elementary","Y","58"," ","58"
"2012-2013","53","Loudoun County","980","Mountain View Elementary","N","492"," ","492"
"2012-2013","53","Loudoun County","980","Mountain View Elementary","Y","20"," ","20"
"2012-2013","53","Loudoun County","270","Newton-Lee Elementary","N","932"," ","932"
"2012-2013","53","Loudoun County","270","Newton-Lee Elementary","Y","49"," ","49"
"2012-2013","53","Loudoun County","60","Park View High","N","953"," ","953"
"2012-2013","53","Loudoun County","60","Park View High","Y","327"," ","327"
"2012-2013","53","Loudoun County","340","Pinebrook Elementary","N","962"," ","962"
"2012-2013","53","Loudoun County","340","Pinebrook Elementary","Y","91"," ","91"
"2012-2013","53","Loudoun County","140","Potomac Falls High","N","1,461","<","1,462"
"2012-2013","53","Loudoun County","140","Potomac Falls High","Y","89"," ","89"
"2012-2013","53","Loudoun County","250","Potowmack Elementary","N","533"," ","533"
"2012-2013","53","Loudoun County","250","Potowmack Elementary","Y","88"," ","88"
"2012-2013","53","Loudoun County","930","River Bend Middle","N","1,055"," ","1,055"
"2012-2013","53","Loudoun County","930","River Bend Middle","Y","95"," ","95"
"2012-2013","53","Loudoun County","40","Rolling Ridge Elementary","N","324"," ","324"
"2012-2013","53","Loudoun County","40","Rolling Ridge Elementary","Y","266"," ","266"
"2012-2013","53","Loudoun County","550","Rosa Lee Carter Elementary","N","873"," ","873"
"2012-2013","53","Loudoun County","550","Rosa Lee Carter Elementary","Y","149"," ","149"
"2012-2013","53","Loudoun County","180","Round Hill Elementary","N","535"," ","535"
"2012-2013","53","Loudoun County","180","Round Hill Elementary","Y","<"," ","<"
"2012-2013","53","Loudoun County","240","Sanders Corner Elementary","N","575"," ","575"
"2012-2013","53","Loudoun County","240","Sanders Corner Elementary","Y","39"," ","39"
"2012-2013","53","Loudoun County","870","Seldens Landing Elementary","N","966"," ","966"
"2012-2013","53","Loudoun County","870","Seldens Landing Elementary","Y","70"," ","70"
"2012-2013","53","Loudoun County","30","Seneca Ridge Middle","N","881"," ","881"
"2012-2013","53","Loudoun County","30","Seneca Ridge Middle","Y","108"," ","108"
"2012-2013","53","Loudoun County","90","Smart's Mill Middle","N","973"," ","973"
"2012-2013","53","Loudoun County","90","Smart's Mill Middle","Y","75"," ","75"
"2012-2013","53","Loudoun County","690","Sterling Elementary","N","331"," ","331"
"2012-2013","53","Loudoun County","690","Sterling Elementary","Y","213"," ","213"
"2012-2013","53","Loudoun County","760","Sterling Middle","N","632"," ","632"
"2012-2013","53","Loudoun County","760","Sterling Middle","Y","318"," ","318"
"2012-2013","53","Loudoun County","350","Steuart W. Weller Elementary","N","638"," ","638"
"2012-2013","53","Loudoun County","350","Steuart W. Weller Elementary","Y","175"," ","175"
"2012-2013","53","Loudoun County","850","Stone Bridge High","N","1,797"," ","1,797"
"2012-2013","53","Loudoun County","850","Stone Bridge High","Y","27"," ","27"
"2012-2013","53","Loudoun County","570","Stone Hill Middle","N","1,313"," ","1,313"
"2012-2013","53","Loudoun County","570","Stone Hill Middle","Y","56"," ","56"
"2012-2013","53","Loudoun County","10","Sugarland Elementary","N","277"," ","277"
"2012-2013","53","Loudoun County","10","Sugarland Elementary","Y","310"," ","310"
"2012-2013","53","Loudoun County","750","Sully Elementary","N","215"," ","215"
"2012-2013","53","Loudoun County","750","Sully Elementary","Y","247"," ","247"
"2012-2013","53","Loudoun County","280","Sycolin Creek Elementary","N","685"," ","685"
"2012-2013","53","Loudoun County","280","Sycolin Creek Elementary","Y","33"," ","33"
"2012-2013","53","Loudoun County","200","Tuscarora High","N","1,638","<","1,641"
"2012-2013","53","Loudoun County","200","Tuscarora High","Y","102"," ","102"
"2012-2013","53","Loudoun County","700","Waterford Elementary","N","186"," ","186"
"2012-2013","53","Loudoun County","590","Woodgrove High","N","1,512","<","1,517"
"2012-2013","53","Loudoun County","590","Woodgrove High","Y","<"," ","<"
"2012-2013","54","Louisa County","660","Jouett Elementary","N","616"," ","616"
"2012-2013","54","Louisa County","660","Jouett Elementary","Y","<"," ","<"
"2012-2013","54","Louisa County","602","Louisa County High","N","1,360"," ","1,360"
"2012-2013","54","Louisa County","602","Louisa County High","Y","<"," ","<"
"2012-2013","54","Louisa County","601","Louisa County Middle","N","1,055"," ","1,055"
"2012-2013","54","Louisa County","601","Louisa County Middle","Y","<"," ","<"
"2012-2013","54","Louisa County","80","Moss-Nuckols Elementary","N","692"," ","692"
"2012-2013","54","Louisa County","80","Moss-Nuckols Elementary","Y","<"," ","<"
"2012-2013","54","Louisa County","610","Thomas Jefferson Elementary","N","527"," ","527"
"2012-2013","54","Louisa County","610","Thomas Jefferson Elementary","Y","<"," ","<"
"2012-2013","54","Louisa County","641","Trevilians Elementary","N","438"," ","438"
"2012-2013","54","Louisa County","641","Trevilians Elementary","Y","10"," ","10"
"2012-2013","55","Lunenburg County","560","Central High","N","450"," ","450"
"2012-2013","55","Lunenburg County","560","Central High","Y","<"," ","<"
"2012-2013","55","Lunenburg County","240","Kenbridge Elementary","N","336"," ","336"
"2012-2013","55","Lunenburg County","240","Kenbridge Elementary","Y","44"," ","44"
"2012-2013","55","Lunenburg County","171","Lunenburg Middle","N","364"," ","364"
"2012-2013","55","Lunenburg County","171","Lunenburg Middle","Y","12"," ","12"
"2012-2013","55","Lunenburg County","140","Victoria Elementary","N","367"," ","367"
"2012-2013","55","Lunenburg County","140","Victoria Elementary","Y","<"," ","<"
"2012-2013","115","Lynchburg City","290","Bedford Hills Elementary","N","543"," ","543"
"2012-2013","115","Lynchburg City","290","Bedford Hills Elementary","Y","<"," ","<"
"2012-2013","115","Lynchburg City","70","Dearington Elementary/Innovation","N","215"," ","215"
"2012-2013","115","Lynchburg City","260","E.C. Glass High","N","1,353"," ","1,353"
"2012-2013","115","Lynchburg City","260","E.C. Glass High","Y","13"," ","13"
"2012-2013","115","Lynchburg City","1102","Heritage Elementary","N","453"," ","453"
"2012-2013","115","Lynchburg City","1102","Heritage Elementary","Y","15"," ","15"
"2012-2013","115","Lynchburg City","130","Heritage High","N","1,029"," ","1,029"
"2012-2013","115","Lynchburg City","130","Heritage High","Y","12"," ","12"
"2012-2013","115","Lynchburg City","360","Linkhorne Elementary","N","405"," ","405"
"2012-2013","115","Lynchburg City","360","Linkhorne Elementary","Y","22"," ","22"
"2012-2013","115","Lynchburg City","350","Linkhorne Middle","N","590"," ","590"
"2012-2013","115","Lynchburg City","350","Linkhorne Middle","Y","<"," ","<"
"2012-2013","115","Lynchburg City","170","Paul Laurence Dunbar Middle for Innovation","N","637"," ","637"
"2012-2013","115","Lynchburg City","170","Paul Laurence Dunbar Middle for Innovation","Y","<"," ","<"
"2012-2013","115","Lynchburg City","330","Paul Munro Elementary","N","353"," ","353"
"2012-2013","115","Lynchburg City","330","Paul Munro Elementary","Y","<"," ","<"
"2012-2013","115","Lynchburg City","270","Perrymont Elementary","N","393"," ","393"
"2012-2013","115","Lynchburg City","270","Perrymont Elementary","Y","12"," ","12"
"2012-2013","115","Lynchburg City","190","Robert S. Payne Elementary","N","531"," ","531"
"2012-2013","115","Lynchburg City","190","Robert S. Payne Elementary","Y","10"," ","10"
"2012-2013","115","Lynchburg City","370","Sandusky Elementary","N","363"," ","363"
"2012-2013","115","Lynchburg City","370","Sandusky Elementary","Y","28"," ","28"
"2012-2013","115","Lynchburg City","340","Sandusky Middle","N","569"," ","569"
"2012-2013","115","Lynchburg City","340","Sandusky Middle","Y","12"," ","12"
"2012-2013","115","Lynchburg City","300","Sheffield Elementary","N","457"," ","457"
"2012-2013","115","Lynchburg City","300","Sheffield Elementary","Y","38"," ","38"
"2012-2013","115","Lynchburg City","90","T.C. Miller Elementary for Innovation","N","237"," ","237"
"2012-2013","115","Lynchburg City","250","William M. Bass Elementary","N","273"," ","273"
"2012-2013","115","Lynchburg City","250","William M. Bass Elementary","Y","<"," ","<"
"2012-2013","56","Madison County","221","Madison County High","N","599"," ","599"
"2012-2013","56","Madison County","221","Madison County High","Y","<"," ","<"
"2012-2013","56","Madison County","230","Madison Primary","N","467"," ","467"
"2012-2013","56","Madison County","230","Madison Primary","Y","<"," ","<"
"2012-2013","56","Madison County","200","Waverly Yowell Elementary","N","412"," ","412"
"2012-2013","56","Madison County","200","Waverly Yowell Elementary","Y","<"," ","<"
"2012-2013","56","Madison County","222","William H. Wetsel Middle","N","406"," ","406"
"2012-2013","56","Madison County","222","William H. Wetsel Middle","Y","<"," ","<"
"2012-2013","143","Manassas City","470","Baldwin Elementary","N","251"," ","251"
"2012-2013","143","Manassas City","470","Baldwin Elementary","Y","326"," ","326"
"2012-2013","143","Manassas City","60","George Carr Round Elementary","N","283"," ","283"
"2012-2013","143","Manassas City","60","George Carr Round Elementary","Y","257"," ","257"
"2012-2013","143","Manassas City","70","Grace E. Metz Middle","N","669"," ","669"
"2012-2013","143","Manassas City","70","Grace E. Metz Middle","Y","339"," ","339"
"2012-2013","143","Manassas City","310","Jennie Dean Elementary","N","306"," ","306"
"2012-2013","143","Manassas City","310","Jennie Dean Elementary","Y","364"," ","364"
"2012-2013","143","Manassas City","80","Mayfield Intermediate","N","553"," ","553"
"2012-2013","143","Manassas City","80","Mayfield Intermediate","Y","504"," ","504"
"2012-2013","143","Manassas City","370","Osbourn High","N","1,620"," ","1,620"
"2012-2013","143","Manassas City","370","Osbourn High","Y","505"," ","505"
"2012-2013","143","Manassas City","20","Richard C. Haydon Elementary","N","280"," ","280"
"2012-2013","143","Manassas City","20","Richard C. Haydon Elementary","Y","326"," ","326"
"2012-2013","143","Manassas City","10","Weems Elementary","N","230"," ","230"
"2012-2013","143","Manassas City","10","Weems Elementary","Y","463"," ","463"
"2012-2013","144","Manassas Park City","522","Cougar Elementary","N","361"," ","361"
"2012-2013","144","Manassas Park City","522","Cougar Elementary","Y","506"," ","506"
"2012-2013","144","Manassas Park City","420","Manassas Park Elementary","N","401"," ","401"
"2012-2013","144","Manassas Park City","420","Manassas Park Elementary","Y","340"," ","340"
"2012-2013","144","Manassas Park City","30","Manassas Park High","N","655"," ","655"
"2012-2013","144","Manassas Park City","30","Manassas Park High","Y","157"," ","157"
"2012-2013","144","Manassas Park City","31","Manassas Park Middle","N","528"," ","528"
"2012-2013","144","Manassas Park City","31","Manassas Park Middle","Y","175"," ","175"
"2012-2013","116","Martinsville City","222","Albert Harris Elementary","N","460"," ","460"
"2012-2013","116","Martinsville City","222","Albert Harris Elementary","Y","58"," ","58"
"2012-2013","116","Martinsville City","224","Clearview Early Childhood Center","N","119"," ","119"
"2012-2013","116","Martinsville City","224","Clearview Early Childhood Center","Y","<"," ","<"
"2012-2013","116","Martinsville City","110","Martinsville High","N","620"," ","620"
"2012-2013","116","Martinsville City","110","Martinsville High","Y","25"," ","25"
"2012-2013","116","Martinsville City","10","Martinsville Middle","N","477"," ","477"
"2012-2013","116","Martinsville City","10","Martinsville Middle","Y","34"," ","34"
"2012-2013","116","Martinsville City","223","Patrick Henry Elementary","N","448"," ","448"
"2012-2013","116","Martinsville City","223","Patrick Henry Elementary","Y","22"," ","22"
"2012-2013","57","Mathews County","291","Lee-Jackson Elementary","N","377"," ","377"
"2012-2013","57","Mathews County","291","Lee-Jackson Elementary","Y","<"," ","<"
"2012-2013","57","Mathews County","190","Mathews High","N","422"," ","422"
"2012-2013","57","Mathews County","190","Mathews High","Y","<"," ","<"
"2012-2013","57","Mathews County","100","Thomas Hunter Middle","N","373"," ","373"
"2012-2013","57","Mathews County","100","Thomas Hunter Middle","Y","<"," ","<"
"2012-2013","58","Mecklenburg County","980","Bluestone  High","N","641"," ","641"
"2012-2013","58","Mecklenburg County","960","Bluestone Middle","N","436"," ","436"
"2012-2013","58","Mecklenburg County","960","Bluestone Middle","Y","<"," ","<"
"2012-2013","58","Mecklenburg County","910","Chase City Elementary","N","454"," ","454"
"2012-2013","58","Mecklenburg County","1000","Clarksville Elementary","N","495"," ","495"
"2012-2013","58","Mecklenburg County","1000","Clarksville Elementary","Y","<"," ","<"
"2012-2013","58","Mecklenburg County","1020","LaCrosse Elementary","N","368"," ","368"
"2012-2013","58","Mecklenburg County","1020","LaCrosse Elementary","Y","22"," ","22"
"2012-2013","58","Mecklenburg County","990","Park View High","N","790"," ","790"
"2012-2013","58","Mecklenburg County","990","Park View High","Y","<"," ","<"
"2012-2013","58","Mecklenburg County","950","Park View Middle","N","605"," ","605"
"2012-2013","58","Mecklenburg County","950","Park View Middle","Y","<"," ","<"
"2012-2013","58","Mecklenburg County","190","South Hill Elementary","N","831"," ","831"
"2012-2013","58","Mecklenburg County","190","South Hill Elementary","Y","13"," ","13"
"2012-2013","59","Middlesex County","291","Middlesex Elementary","N","566"," ","566"
"2012-2013","59","Middlesex County","291","Middlesex Elementary","Y","<"," ","<"
"2012-2013","59","Middlesex County","90","Middlesex High","N","351","<","353"
"2012-2013","59","Middlesex County","90","Middlesex High","Y","<"," ","<"
"2012-2013","59","Middlesex County","140","St. Clare Walker Middle","N","258","<","259"
