"School Year","Division Number","Division Name","School Number","School Name","Disabled","Full Time Count (All Grades)","Part Time Count (All Grades)","Total Count"
"2013-2014","29","Fairfax County","800","Navy Elementary","N","770"," ","770"
"2013-2014","29","Fairfax County","800","Navy Elementary","Y","86"," ","86"
"2013-2014","29","Fairfax County","470","Newington Forest Elementary","N","544"," ","544"
"2013-2014","29","Fairfax County","470","Newington Forest Elementary","Y","75"," ","75"
"2013-2014","29","Fairfax County","930","North Springfield Elementary","N","428"," ","428"
"2013-2014","29","Fairfax County","930","North Springfield Elementary","Y","113"," ","113"
"2013-2014","29","Fairfax County","430","Oak Hill Elementary","N","787"," ","787"
"2013-2014","29","Fairfax County","430","Oak Hill Elementary","Y","94"," ","94"
"2013-2014","29","Fairfax County","1860","Oak View Elementary","N","646"," ","646"
"2013-2014","29","Fairfax County","1860","Oak View Elementary","Y","111"," ","111"
"2013-2014","29","Fairfax County","140","Oakton Elementary","N","768"," ","768"
"2013-2014","29","Fairfax County","140","Oakton Elementary","Y","73"," ","73"
"2013-2014","29","Fairfax County","1710","Oakton High","N","1,965"," ","1,965"
"2013-2014","29","Fairfax County","1710","Oakton High","Y","270","<","271"
"2013-2014","29","Fairfax County","1650","Olde Creek Elementary","N","338"," ","338"
"2013-2014","29","Fairfax County","1650","Olde Creek Elementary","Y","102"," ","102"
"2013-2014","29","Fairfax County","150","Orange Hunt Elementary","N","739"," ","739"
"2013-2014","29","Fairfax County","150","Orange Hunt Elementary","Y","85"," ","85"
"2013-2014","29","Fairfax County","1030","Parklawn Elementary","N","696"," ","696"
"2013-2014","29","Fairfax County","1030","Parklawn Elementary","Y","78"," ","78"
"2013-2014","29","Fairfax County","2440","Pimmit E.C. Resouce Ctr.","Y","28"," ","28"
"2013-2014","29","Fairfax County","820","Pine Spring Elementary","N","502"," ","502"
"2013-2014","29","Fairfax County","820","Pine Spring Elementary","Y","84"," ","84"
"2013-2014","29","Fairfax County","1130","Poe Middle","N","733"," ","733"
"2013-2014","29","Fairfax County","1130","Poe Middle","Y","176"," ","176"
"2013-2014","29","Fairfax County","2080","Poplar Tree Elementary","N","517"," ","517"
"2013-2014","29","Fairfax County","2080","Poplar Tree Elementary","Y","114"," ","114"
"2013-2014","29","Fairfax County","2237","Powell Elementary","N","918"," ","918"
"2013-2014","29","Fairfax County","2237","Powell Elementary","Y","83"," ","83"
"2013-2014","29","Fairfax County","2230","Providence Elementary","N","856"," ","856"
"2013-2014","29","Fairfax County","2230","Providence Elementary","Y","77"," ","77"
"2013-2014","29","Fairfax County","1310","Ravensworth Elementary","N","441"," ","441"
"2013-2014","29","Fairfax County","1310","Ravensworth Elementary","Y","97"," ","97"
"2013-2014","29","Fairfax County","1820","Riverside Elementary","N","631"," ","631"
"2013-2014","29","Fairfax County","1820","Riverside Elementary","Y","103"," ","103"
"2013-2014","29","Fairfax County","1960","Robinson Secondary","N","3,464","<","3,466"
"2013-2014","29","Fairfax County","1960","Robinson Secondary","Y","510"," ","510"
"2013-2014","29","Fairfax County","2251","Rocky Run E.C. Resource Ctr.","Y","241"," ","241"
"2013-2014","29","Fairfax County","300","Rocky Run Middle","N","1,011"," ","1,011"
"2013-2014","29","Fairfax County","300","Rocky Run Middle","Y","90"," ","90"
"2013-2014","29","Fairfax County","1770","Rolling Valley Elementary","N","487"," ","487"
"2013-2014","29","Fairfax County","1770","Rolling Valley Elementary","Y","74"," ","74"
"2013-2014","29","Fairfax County","950","Rose Hill Elementary","N","624"," ","624"
"2013-2014","29","Fairfax County","950","Rose Hill Elementary","Y","124"," ","124"
"2013-2014","29","Fairfax County","1300","Sandburg Middle","N","1,111"," ","1,111"
"2013-2014","29","Fairfax County","1300","Sandburg Middle","Y","211"," ","211"
"2013-2014","29","Fairfax County","2030","Sangster Elementary","N","824"," ","824"
"2013-2014","29","Fairfax County","2030","Sangster Elementary","Y","105"," ","105"
"2013-2014","29","Fairfax County","2040","Saratoga Elementary","N","651"," ","651"
"2013-2014","29","Fairfax County","2040","Saratoga Elementary","Y","107"," ","107"
"2013-2014","29","Fairfax County","80","Sherman Elementary","N","346"," ","346"
"2013-2014","29","Fairfax County","80","Sherman Elementary","Y","64"," ","64"
"2013-2014","29","Fairfax County","1660","Shrevewood Elementary","N","626"," ","626"
"2013-2014","29","Fairfax County","1660","Shrevewood Elementary","Y","61"," ","61"
"2013-2014","29","Fairfax County","1680","Silverbrook Elementary","N","691"," ","691"
"2013-2014","29","Fairfax County","1680","Silverbrook Elementary","Y","92"," ","92"
"2013-2014","29","Fairfax County","710","Sleepy Hollow Elementary","N","375"," ","375"
"2013-2014","29","Fairfax County","710","Sleepy Hollow Elementary","Y","82"," ","82"
"2013-2014","29","Fairfax County","2241","South County High","N","1,831","<","1,832"
"2013-2014","29","Fairfax County","2241","South County High","Y","302"," ","302"
"2013-2014","29","Fairfax County","2420","South County Middle","N","953"," ","953"
"2013-2014","29","Fairfax County","2420","South County Middle","Y","151"," ","151"
"2013-2014","29","Fairfax County","1990","South Lakes High","N","1,974"," ","1,974"
"2013-2014","29","Fairfax County","1990","South Lakes High","Y","429"," ","429"
"2013-2014","29","Fairfax County","1620","Spring Hill Elementary","N","868"," ","868"
"2013-2014","29","Fairfax County","1620","Spring Hill Elementary","Y","83"," ","83"
"2013-2014","29","Fairfax County","960","Springfield Estates Elementary","N","676"," ","676"
"2013-2014","29","Fairfax County","960","Springfield Estates Elementary","Y","69"," ","69"
"2013-2014","29","Fairfax County","1380","Stenwood Elementary","N","464"," ","464"
"2013-2014","29","Fairfax County","1380","Stenwood Elementary","Y","73"," ","73"
"2013-2014","29","Fairfax County","2070","Stone Middle","N","668"," ","668"
"2013-2014","29","Fairfax County","2070","Stone Middle","Y","156"," ","156"
"2013-2014","29","Fairfax County","1350","Stratford Landing Elementary","N","817"," ","817"
"2013-2014","29","Fairfax County","1350","Stratford Landing Elementary","Y","85"," ","85"
"2013-2014","29","Fairfax County","1070","Stuart High","N","1,570","<","1,571"
"2013-2014","29","Fairfax County","1070","Stuart High","Y","292"," ","292"
"2013-2014","29","Fairfax County","280","Sunrise Valley Elementary","N","508"," ","508"
"2013-2014","29","Fairfax County","280","Sunrise Valley Elementary","Y","72"," ","72"
"2013-2014","29","Fairfax County","170","Terra Centre Elementary","N","424"," ","424"
"2013-2014","29","Fairfax County","170","Terra Centre Elementary","Y","126"," ","126"
"2013-2014","29","Fairfax County","250","Terraset Elementary","N","425"," ","425"
"2013-2014","29","Fairfax County","250","Terraset Elementary","Y","89"," ","89"
"2013-2014","29","Fairfax County","1371","Thomas Jefferson High for Science and Technology","N","1,828"," ","1,828"
"2013-2014","29","Fairfax County","1371","Thomas Jefferson High for Science and Technology","Y","15"," ","15"
"2013-2014","29","Fairfax County","1140","Thoreau Middle","N","725"," ","725"
"2013-2014","29","Fairfax County","1140","Thoreau Middle","Y","120"," ","120"
"2013-2014","29","Fairfax County","830","Timber Lane Elementary","N","509"," ","509"
"2013-2014","29","Fairfax County","830","Timber Lane Elementary","Y","90"," ","90"
"2013-2014","29","Fairfax County","1160","Twain Middle","N","741"," ","741"
"2013-2014","29","Fairfax County","1160","Twain Middle","Y","154"," ","154"
"2013-2014","29","Fairfax County","1540","Union Mill Elementary","N","882"," ","882"
"2013-2014","29","Fairfax County","1540","Union Mill Elementary","Y","98"," ","98"
"2013-2014","29","Fairfax County","120","Vienna Elementary","N","330"," ","330"
"2013-2014","29","Fairfax County","120","Vienna Elementary","Y","64"," ","64"
"2013-2014","29","Fairfax County","2252","Virginia Hills E.C. Resource Ctr.","Y","264"," ","264"
"2013-2014","29","Fairfax County","2050","Virginia Run Elementary","N","665"," ","665"
"2013-2014","29","Fairfax County","2050","Virginia Run Elementary","Y","113"," ","113"
"2013-2014","29","Fairfax County","850","Wakefield Forest Elementary","N","451"," ","451"
"2013-2014","29","Fairfax County","850","Wakefield Forest Elementary","Y","64"," ","64"
"2013-2014","29","Fairfax County","2100","Waples Mill Elementary","N","761"," ","761"
"2013-2014","29","Fairfax County","2100","Waples Mill Elementary","Y","102"," ","102"
"2013-2014","29","Fairfax County","1320","Washington Mill Elementary","N","553"," ","553"
"2013-2014","29","Fairfax County","1320","Washington Mill Elementary","Y","110"," ","110"
"2013-2014","29","Fairfax County","1080","Waynewood Elementary","N","672"," ","672"
"2013-2014","29","Fairfax County","1080","Waynewood Elementary","Y","61"," ","61"
"2013-2014","29","Fairfax County","900","West Potomac High","N","2,050"," ","2,050"
"2013-2014","29","Fairfax County","900","West Potomac High","Y","356"," ","356"
"2013-2014","29","Fairfax County","1430","West Springfield Elementary","N","388"," ","388"
"2013-2014","29","Fairfax County","1430","West Springfield Elementary","Y","72"," ","72"
"2013-2014","29","Fairfax County","1610","West Springfield High","N","2,004"," ","2,004"
"2013-2014","29","Fairfax County","1610","West Springfield High","Y","285"," ","285"
"2013-2014","29","Fairfax County","1580","Westbriar Elementary","N","563"," ","563"
"2013-2014","29","Fairfax County","1580","Westbriar Elementary","Y","60"," ","60"
"2013-2014","29","Fairfax County","2228","Westfield High","N","2,359","<","2,362"
"2013-2014","29","Fairfax County","2228","Westfield High","Y","427"," ","427"
"2013-2014","29","Fairfax County","1670","Westgate Elementary","N","555"," ","555"
"2013-2014","29","Fairfax County","1670","Westgate Elementary","Y","48"," ","48"
"2013-2014","29","Fairfax County","580","Westlawn Elementary","N","681"," ","681"
"2013-2014","29","Fairfax County","580","Westlawn Elementary","Y","82"," ","82"
"2013-2014","29","Fairfax County","520","Weyanoke Elementary","N","506"," ","506"
"2013-2014","29","Fairfax County","520","Weyanoke Elementary","Y","89"," ","89"
"2013-2014","29","Fairfax County","400","White Oaks Elementary","N","772"," ","772"
"2013-2014","29","Fairfax County","400","White Oaks Elementary","Y","55"," ","55"
"2013-2014","29","Fairfax County","1550","Whitman Middle","N","775"," ","775"
"2013-2014","29","Fairfax County","1550","Whitman Middle","Y","204"," ","204"
"2013-2014","29","Fairfax County","2060","Willow Springs Elementary","N","895"," ","895"
"2013-2014","29","Fairfax County","2060","Willow Springs Elementary","Y","102"," ","102"
"2013-2014","29","Fairfax County","1810","Wolftrap Elementary","N","524"," ","524"
"2013-2014","29","Fairfax County","1810","Wolftrap Elementary","Y","49"," ","49"
"2013-2014","29","Fairfax County","650","Woodburn Elementary","N","445"," ","445"
"2013-2014","29","Fairfax County","650","Woodburn Elementary","Y","55"," ","55"
"2013-2014","29","Fairfax County","380","Woodlawn Elementary","N","666"," ","666"
"2013-2014","29","Fairfax County","380","Woodlawn Elementary","Y","105"," ","105"
"2013-2014","29","Fairfax County","590","Woodley Hills Elementary","N","653"," ","653"
"2013-2014","29","Fairfax County","590","Woodley Hills Elementary","Y","82"," ","82"
"2013-2014","29","Fairfax County","1260","Woodson High","N","1,903","<","1,904"
"2013-2014","29","Fairfax County","1260","Woodson High","Y","343"," ","343"
"2013-2014","109","Falls Church City","251","George Mason High","N","659"," ","659"
"2013-2014","109","Falls Church City","251","George Mason High","Y","101"," ","101"
"2013-2014","109","Falls Church City","252","Mary Ellen Henderson Middle","N","458"," ","458"
"2013-2014","109","Falls Church City","252","Mary Ellen Henderson Middle","Y","84"," ","84"
"2013-2014","109","Falls Church City","240","Mount Daniel","N","366"," ","366"
"2013-2014","109","Falls Church City","240","Mount Daniel","Y","51"," ","51"
"2013-2014","109","Falls Church City","260","Thomas Jefferson Elementary","N","623"," ","623"
"2013-2014","109","Falls Church City","260","Thomas Jefferson Elementary","Y","84"," ","84"
"2013-2014","30","Fauquier County","854","Auburn Middle","N","522"," ","522"
"2013-2014","30","Fauquier County","854","Auburn Middle","Y","82"," ","82"
"2013-2014","30","Fauquier County","460","C. Hunter Ritchie Elementary","N","355"," ","355"
"2013-2014","30","Fauquier County","460","C. Hunter Ritchie Elementary","Y","58"," ","58"
"2013-2014","30","Fauquier County","730","C.M. Bradley Elementary","N","438"," ","438"
"2013-2014","30","Fauquier County","730","C.M. Bradley Elementary","Y","53"," ","53"
"2013-2014","30","Fauquier County","520","Cedar Lee Middle","N","552"," ","552"
"2013-2014","30","Fauquier County","520","Cedar Lee Middle","Y","91"," ","91"
"2013-2014","30","Fauquier County","120","Claude Thompson Elementary","N","243"," ","243"
"2013-2014","30","Fauquier County","120","Claude Thompson Elementary","Y","21"," ","21"
"2013-2014","30","Fauquier County","701","Fauquier High","N","1,129"," ","1,129"
"2013-2014","30","Fauquier County","701","Fauquier High","Y","104"," ","104"
"2013-2014","30","Fauquier County","450","Grace Miller Elementary","N","410"," ","410"
"2013-2014","30","Fauquier County","450","Grace Miller Elementary","Y","61"," ","61"
"2013-2014","30","Fauquier County","511","Greenville Elementary","N","439"," ","439"
"2013-2014","30","Fauquier County","511","Greenville Elementary","Y","53"," ","53"
"2013-2014","30","Fauquier County","750","H.M. Pearson Elementary","N","348"," ","348"
"2013-2014","30","Fauquier County","750","H.M. Pearson Elementary","Y","54"," ","54"
"2013-2014","30","Fauquier County","853","James G. Brumfield Elementary","N","497"," ","497"
"2013-2014","30","Fauquier County","853","James G. Brumfield Elementary","Y","78"," ","78"
"2013-2014","30","Fauquier County","510","Kettle Run High","N","1,098"," ","1,098"
"2013-2014","30","Fauquier County","510","Kettle Run High","Y","97"," ","97"
"2013-2014","30","Fauquier County","851","Liberty High","N","1,029"," ","1,029"
"2013-2014","30","Fauquier County","851","Liberty High","Y","168"," ","168"
"2013-2014","30","Fauquier County","530","Margaret M. Pierce Elementary","N","465"," ","465"
"2013-2014","30","Fauquier County","530","Margaret M. Pierce Elementary","Y","65"," ","65"
"2013-2014","30","Fauquier County","10","Marshall Middle","N","436"," ","436"
"2013-2014","30","Fauquier County","10","Marshall Middle","Y","58"," ","58"
"2013-2014","30","Fauquier County","20","Mary Walter Elementary","N","358"," ","358"
"2013-2014","30","Fauquier County","20","Mary Walter Elementary","Y","66"," ","66"
"2013-2014","30","Fauquier County","720","P.B. Smith Elementary","N","389"," ","389"
"2013-2014","30","Fauquier County","720","P.B. Smith Elementary","Y","37"," ","37"
"2013-2014","30","Fauquier County","670","W.C. Taylor Middle","N","395"," ","395"
"2013-2014","30","Fauquier County","670","W.C. Taylor Middle","Y","51"," ","51"
"2013-2014","30","Fauquier County","740","W.G. Coleman Elementary","N","310"," ","310"
"2013-2014","30","Fauquier County","740","W.G. Coleman Elementary","Y","28"," ","28"
"2013-2014","30","Fauquier County","660","Warrenton Middle","N","474"," ","474"
"2013-2014","30","Fauquier County","660","Warrenton Middle","Y","33"," ","33"
